rank,uni,library,gmaps_rating_original,gmaps_rating_count,opening_hours,qs_rank,gmaps_rating
291,The New School,"New School Libraries & Archives, University Center",4.3,6.0,0.51,561,4.1
291,University of Nairobi,Jomo Kenyatta Memorial Library,4.4,85.0,0.51,1001,4.0
291,Tunghai University,Tunghai University Library,4.4,161.0,0.51,1201,4.0
291,Ataturk University,Ataturk University Library,4.4,112.0,0.51,?,4.0
291,Macquarie University,Macquarie University Library,4.3,210.0,0.51,200,3.8
291,University of Split,University of Split Library,4.3,73.0,0.51,1201,3.8
291,Universidad de Puerto Rico,"Biblioteca Santiago Iglesias, hijo / Biblioteca de Arquitectura UPR",2.5,2.0,0.51,1001,3.8
291,Sun Yat-sen University,National Sun Yat-Sen University Library,4.2,117.0,0.51,260,3.6
291,National Sun Yat-sen University,National Sun Yat-Sen University Library,4.2,117.0,0.51,412,3.6
291,York University,Scott Library,4.0,116.0,0.51,494,3.2
291,Kwansei Gakuin University,"Kwansei Gakuin University Library, Nishinomiya Seiwa Campus",,,0.51,?,
328,Universidad Católica Andres Bello,Andrés Bello Catholic University,4.8,908.0,0.50,801,4.8
328,Indian Institute of Technology Bombay (IITB),Central Library,4.7,165.0,0.50,177,4.6
328,University of Texas Dallas,Eugene McDermott Library,4.7,206.0,0.50,477,4.6
328,National Taiwan University of Science and Technology (Taiwan Tech),National Taiwan University of Science & Technology Library,4.7,119.0,0.50,314,4.6
328,"University of California, San Diego (UCSD)",Geisel Library,4.7,205.0,0.50,48,4.6
328,University of Birmingham,"Main Library, University Of Birmingham",4.7,116.0,0.50,90,4.6
328,Banaras Hindu University,"Sayaji Rao Gaekwad Central Library, BHU",4.7,508.0,0.50,1001,4.6
328,Pondicherry University,Ananda Rangapillai Library,4.7,53.0,0.50,801,4.5
328,Ajou University,Ajou University Central Library,4.8,22.0,0.50,531,4.5
328,University of Victoria (UVic),UVic Library,4.8,16.0,0.50,334,4.5
328,University College Cork,Boole Library,4.7,81.0,0.50,298,4.5
328,Syracuse University,Bird Library,4.7,50.0,0.50,651,4.5
328,University of Windsor,Leddy Library,4.6,87.0,0.50,701,4.4
328,University of Sussex,University of Sussex Library,4.6,64.0,0.50,226,4.4
328,McGill University,McLennan Library Building,4.6,99.0,0.50,27,4.4
328,National Taiwan Ocean University,National Taiwan Ocean University Library,4.6,60.0,0.50,1001,4.4
328,Columbia University,Butler Library,4.6,109.0,0.50,19,4.4
328,University of Nottingham,Hallward Library,4.6,67.0,0.50,103,4.4
328,Pontificia Universidade Católica do Campinas - PUC Campinas,Library Unit-1,4.6,40.0,0.50,?,4.3
328,"Birkbeck, University of London",Birkbeck Library,4.6,31.0,0.50,332,4.3
328,American University of Beirut (AUB),Nami Jafet Memorial Library - AUB,4.7,7.0,0.50,242,4.3
328,University of Madras,Madras University Library,4.6,25.0,0.50,?,4.3
328,Taipei Medical University (TMU),Taipei Medical University Library,4.6,47.0,0.50,407,4.3
328,Universiti Malaya (UM),"Main Library, University of Malaya",4.5,128.0,0.50,65,4.2
328,Universidad Bernardo O'Higgins,Bernardo O'Higgins University,4.5,199.0,0.50,1201,4.2
328,Azerbaijan State University of Economics,Economics Library,4.5,6.0,0.50,1001,4.2
328,University of International Business and Economics,Economics Library,4.5,6.0,0.50,1001,4.2
328,Pontificia Universidad Católica del Perú,PUCP Central Library,4.5,36.0,0.50,395,4.2
328,Hitotsubashi University,University Library,4.4,24.0,0.50,531,4.1
328,Universidad Nacional del Comahue,Biblioteca Central Francisco P. Moreno,4.4,14.0,0.50,?,4.1
328,Baylor University,Moody Memorial Library,4.4,33.0,0.50,1001,4.1
328,Universidad Peruana de Ciencias Aplicadas,UPC Campus Monterrico,4.4,984.0,0.50,1001,4.0
328,Aristotle University of Thessaloniki,Central Library A.U.TH.,4.4,119.0,0.50,551,4.0
328,Saint-Petersburg Mining University,Saint Petersburg Mining University,4.4,394.0,0.50,1001,4.0
328,"Vietnam National University, Hanoi",National Library of Vietnam,4.3,444.0,0.50,801,3.8
328,London Metropolitan University,"London Metropolitan University, Aldgate LIbrary",4.2,27.0,0.50,801,3.8
328,University of Bristol,"Arts and Social Sciences Library, University of Bristol",4.2,49.0,0.50,62,3.7
328,Russian State University for the Humanities,Russian State University for the Humanities,4.2,336.0,0.50,1001,3.6
328,Princess Nourah bint Abdulrahman University,PNU Library المكتبة المركزية,3.4,8.0,0.50,751,3.5
367,University of Navarra,University of Navarre: Library,4.8,141.0,0.49,266,4.8
367,Arizona State University,Noble Library,4.8,151.0,0.49,216,4.8
367,"ITESO, Universidad Jesuita de Guadalajara",Instituto Tecnológico y de Estudios Superiores de Occidente (ITESO),4.8,962.0,0.49,1201,4.8
367,Universidad de San Carlos de Guatemala - USAC,"Biblioteca Central, USAC",4.8,53.0,0.49,?,4.7
367,The University of Sheffield,Western Bank Library,4.8,29.0,0.49,95,4.6
367,Fundación Universidad De Bogotá-Jorge Tadeo Lozano,Library University of Bogota Jorge Tadeo Lozano,4.8,30.0,0.49,?,4.6
367,University of Hartford,Harrison Libraries,5.0,10.0,0.49,801,4.6
367,"University of Maryland, College Park",McKeldin Library,4.7,106.0,0.49,158,4.6
367,Tamkang University,Tamkang University Chueh Sheng Memorial Library,4.7,201.0,0.49,1201,4.6
367,Kyoto University,Kyoto University Library,4.7,43.0,0.49,33,4.5
367,University of North Carolina at Greensboro,Walter Clinton Jackson Library,4.7,48.0,0.49,?,4.5
367,Oklahoma State University,Edmon Low Library,4.7,92.0,0.49,801,4.5
367,Ritsumeikan University,Hirai Kaichiro Memorial Library,4.7,34.0,0.49,751,4.5
367,Bangladesh University of Engineering and Technology,"Central Library, BUET",4.6,129.0,0.49,801,4.4
367,Chulalongkorn University,"Office of Academic Resources, Chulalongkorn University",4.6,114.0,0.49,215,4.4
367,University of Pretoria,University of Pretoria Library Services,4.6,135.0,0.49,601,4.4
367,Rhodes University,Rhodes Library,4.6,76.0,0.49,801,4.4
367,Università degli Studi di Udine,"Biblioteca Umanistica e della Formazione, Università di Udine / Biblioteche Umanistiche e de Formazion",4.7,18.0,0.49,801,4.4
367,Yamaguchi University,Yamaguchi University Main Library,4.6,10.0,0.49,801,4.3
367,University of Sharjah,University of Sharjah Medical Library,4.6,11.0,0.49,601,4.3
367,Universidad Anáhuac México,Universidad Anáhuac Mexico North Campus,4.5,749.0,0.49,601,4.2
367,Feng Chia University,Feng Chia University Library,4.5,214.0,0.49,1001,4.2
367,Aoyama Gakuin University,Aoyama Gakuin University library,4.3,8.0,0.49,1201,4.1
367,Tokushima University,Tokushima University Library,4.4,15.0,0.49,651,4.1
367,University of Houston,M.D. Anderson Library,4.4,173.0,0.49,701,4.0
367,Tohoku University,Tohoku University Library,4.4,39.0,0.49,82,4.0
367,University of South Florida,Library,4.4,275.0,0.49,581,4.0
367,Cukurova University,Çukurova Üniversitesi Kütüphanesi,4.1,51.0,0.49,1201,3.6
367,Universiti Tenaga Nasional (UNITEN),Uniten Library,4.0,31.0,0.49,751,3.5
367,University of Wolverhampton,Harrison Library,3.9,25.0,0.49,1001,3.4
397,Universidad EAFIT,Centro Cultural Luis Echavarría Villegas-Library,4.9,66.0,0.48,801,4.9
397,University of Miami,Richter Library,4.9,36.0,0.48,311,4.8
397,University of Belgrade,"Univerzitetska biblioteka ""Svetozar Marković""",4.8,86.0,0.48,1001,4.7
397,École Normale Supérieure de Lyon,"Library of Lyon Diderot (Descartes site, LSHS)",4.8,63.0,0.48,130,4.7
397,Universidade Federal de Viçosa (UFV),Central Federal University of Viçosa Library,4.8,82.0,0.48,1001,4.7
397,Michigan State University,Main Library,4.8,112.0,0.48,157,4.7
397,Universidad La Salle (ULSA),Biblioteca La Salle,4.9,17.0,0.48,?,4.6
397,International Islamic University Malaysia (IIUM),IIUM Dar al-Hikmah Library,4.7,108.0,0.48,651,4.6
397,University of Denver,Anderson Academic Commons,4.8,38.0,0.48,751,4.6
397,Dartmouth College,Baker-Berry Library,4.8,29.0,0.48,191,4.6
397,Universidad ICESI,Biblioteca Icesi,4.8,26.0,0.48,651,4.6
397,Université de Montréal,Bibliothèque des lettres et sciences humaines,4.8,45.0,0.48,111,4.6
397,Kagoshima University,Kagoshima University Library,4.8,14.0,0.48,651,4.5
397,Shoolini University of Biotechnology and Management Sciences,Yogananda Libarary,5.0,6.0,0.48,?,4.5
397,University of Minho,University of Minho General Library,4.7,18.0,0.48,571,4.4
397,"University of Agriculture, Faisalabad",UAF Main Library,4.6,204.0,0.48,1001,4.4
397,Carleton University,MacOdrum Library,4.6,82.0,0.48,601,4.4
397,University of Chicago,The University of Chicago Library,4.6,45.0,0.48,10,4.3
397,University of St Andrews,Main Library,4.5,29.0,0.48,91,4.2
397,Chiang Mai University,Chiang Mai University Library,4.5,77.0,0.48,601,4.2
397,Universiti Teknologi MARA - UiTM,Perpustakaan Tun Abdul Razak | Tun Abdul Razak Library,4.5,46.0,0.48,651,4.2
397,University of Massachusetts Boston,Healey Library,4.5,8.0,0.48,651,4.2
397,Universiti Tunku Abdul Rahman (UTAR),UTAR Main Library,4.5,38.0,0.48,801,4.2
397,Virginia Polytechnic Institute and State University,Newman Library,4.5,93.0,0.48,346,4.2
397,Duke University,Duke University Libraries,4.4,13.0,0.48,52,4.1
397,Universidad Popular Autónoma del Estado de Puebla (UPAEP),UPAEP Biblioteca,4.3,18.0,0.48,?,4.0
397,Shibaura Institute of Technology,Shibaura Institute of Technology Library,4.1,7.0,0.48,1201,4.0
397,Universiti Malaysia Perlis,Library UniMAP,4.3,20.0,0.48,801,4.0
397,Leibniz University Hannover,Technical Information Library,4.3,129.0,0.48,601,3.8
397,Gazi Üniversitesi,Gazı Üniversitesi Merkez Kütüphanesi,4.3,164.0,0.48,1001,3.8
397,International Christian University,International Christian University Library,3.9,8.0,0.48,801,3.8
397,Ludwig-Maximilians-Universität München,UB University of Munich - Central Library,4.2,45.0,0.48,64,3.7
397,Universidad Nacional de Rosario (UNR),Virtual Library University of Rosario,4.0,23.0,0.48,801,3.6
397,Osaka City University,Osaka Metropolitan University Library Sugimoto Library,3.9,22.0,0.48,571,3.5
397,Toronto Metropolitan University,Toronto Metropolitan University Library,4.0,41.0,0.48,801,3.4
397,Yokohama National University,Yokohama National University Library,3.8,26.0,0.48,801,3.3
433,Universidad de Costa Rica,Carlos Monge Library,4.9,60.0,0.47,531,4.9
433,Pontificia Universidade Católica do Minas Gerais - PUC Minas,Father Alberto Antoniazzi Library,4.8,104.0,0.47,?,4.7
433,"The University of Newcastle, Australia (UON)",Auchmuty Library,4.8,44.0,0.47,197,4.6
433,University of Pittsburgh,Hillman Library at University of Pittsburgh,4.7,89.0,0.47,163,4.5
433,Universidad de Montevideo (UM),University of Montevideo,4.6,129.0,0.47,469,4.4
433,University of Johannesburg,UJ Library,4.6,321.0,0.47,434,4.4
433,National Taipei University,National Taipei University Library,4.6,152.0,0.47,1201,4.4
433,University of Vermont,University of Vermont: Dana Medical Library,5.0,5.0,0.47,651,4.4
433,Universiti Brunei Darussalam (UBD),University Library,4.7,11.0,0.47,250,4.4
433,OSMANIA UNIVERSITY,Osmania Univeristy Library,4.6,167.0,0.47,1001,4.4
433,"City, University of London",City Law School Private Library,5.0,2.0,0.47,330,4.3
433,Chang Jung Christian University,蘭大衛紀念圖書館,4.6,20.0,0.47,1001,4.3
433,Cardiff University,Science Library,4.7,6.0,0.47,151,4.3
433,"University of North Carolina, Chapel Hill",Davis Library,4.5,49.0,0.47,100,4.2
433,Saitama University,Saitama University Library,4.2,9.0,0.47,1001,4.0
433,University of Calgary,Taylor Family Digital Library,4.4,90.0,0.47,235,4.0
433,BRAC University,"Ayesha Abed Library, Brac University",4.1,24.0,0.47,1001,3.7
433,Osaka University,Osaka University Science and Engineering Library,3.9,11.0,0.47,75,3.7
451,Indian Institute of Technology Roorkee (IITR),Mahatma Gandhi Central Library,4.9,222.0,0.46,400,5.0
451,Universidad de Antioquia,"Biblioteca Central Universidad de Antioquia ""Carlos Gaviria Diaz""",4.9,118.0,0.46,651,4.9
451,Universidad de Medellín,"Biblioteca Central Universidad de Antioquia ""Carlos Gaviria Diaz""",4.9,119.0,0.46,1201,4.9
451,University of Warsaw,Warsaw University Library,4.8,1929.0,0.46,308,4.8
451,University of the Western Cape,University of the Western Cape Library,4.8,54.0,0.46,1001,4.7
451,COMSATS University Islamabad,Junaid Zaidi Library,4.7,211.0,0.46,1001,4.6
451,Universidad Nacional de San Martín (UNSAM),National University of General San Martin,4.7,336.0,0.46,1001,4.6
451,Free University of Bozen-Bolzano,Library of the Free University of Bozen-Bolzano,4.8,25.0,0.46,651,4.6
451,Ivane Javakhishvili Tbilisi State University,TSU Library,4.9,8.0,0.46,571,4.5
451,The American University in Cairo,AUC Library,4.7,55.0,0.46,445,4.5
451,Bournemouth University,AUB Library,5.0,7.0,0.46,751,4.5
451,University of Oklahoma,Bizzell Memorial Library,4.7,71.0,0.46,651,4.5
451,Southern Methodist University,Fondren Library,4.7,29.0,0.46,801,4.5
451,Oregon State University,The Valley Library,4.7,92.0,0.46,531,4.5
451,Universidad de Lima,Biblioteca Universidad de Lima,4.7,52.0,0.46,1001,4.5
451,Universidad San Francisco de Quito (USFQ),Biblioteca USFQ,4.8,17.0,0.46,751,4.5
451,University of Rhode Island,Robert L. Carothers Library & Learning Commons,4.7,12.0,0.46,1001,4.4
451,Universidade Presbiteriana Mackenzie,George Alexander Library - Mackenzie,4.8,10.0,0.46,?,4.4
451,Waseda University,S. Takata Memorial Research Library,5.0,5.0,0.46,203,4.4
451,Swarthmore College,McCabe Library,4.7,12.0,0.46,?,4.4
451,"Kingston University, London",Nightingale Centre (LRC),4.8,9.0,0.46,601,4.4
451,UCSI University,UCSI University Library (South Wing),5.0,1.0,0.46,347,4.3
451,Sogang University,Loyola Library,4.6,30.0,0.46,494,4.3
451,"Universidad Nacional, Costa Rica",Biblioteca Joaquín García Monge,4.6,50.0,0.46,1001,4.3
451,Southeast University,Southeast University Central Library,4.7,9.0,0.46,465,4.3
451,University of Montana Missoula,University of Montana Law Library,5.0,1.0,0.46,1001,4.3
451,University of Utah,J. Willard Marriott Library,4.5,175.0,0.46,358,4.2
451,Indiana University–Purdue University Indianapolis,University Library,4.5,74.0,0.46,801,4.2
451,Princeton University,Lewis Science Library,4.5,18.0,0.46,20,4.2
451,Universidad Autónoma de Guadalajara (UAG),Dr. Fernando Banda Central Library (UAG),4.3,6.0,0.46,?,4.1
451,University of New England Australia,Dixson Library,4.4,11.0,0.46,801,4.1
451,George Washington University,Gelman Library,4.4,45.0,0.46,355,4.0
451,The University of Lahore,Library,4.4,111.0,0.46,1001,4.0
451,University of Bordeaux,University Library Science and Technology,4.1,87.0,0.46,501,3.5
451,Universidade Federal da Paraíba,Central Library,4.0,34.0,0.46,1201,3.5
451,Universidad del Valle de Mexico (UVM),"UVM - Campus Sur, Sede Tlalpan",3.6,283.0,0.46,?,2.3
487,Universidad de los Andes,Biblioteca Ramón de Zubiria,5.0,34.0,0.45,236,4.9
487,Universidade Federal de Juiz de Fora- (UFJF),Central Library,4.8,57.0,0.45,1001,4.7
487,"Essex, University of",Albert Sloman Library,4.9,18.0,0.45,439,4.6
487,Suranaree University of Technology,The Center for Library Resources and Educational Media,4.8,45.0,0.45,1201,4.6
487,Université de Sherbrooke,Frère-Théode's Library (sciences and engineering),5.0,10.0,0.45,751,4.6
487,Universidade Estadual de Campinas (Unicamp),Library System of Unicamp - SBU,4.8,24.0,0.45,219,4.6
487,University of Regina,Dr. John Archer Library,4.7,30.0,0.45,?,4.5
487,Universidade Federal de Uberlândia,Santa Mônica Central Library,4.7,78.0,0.45,?,4.5
487,"University of Missouri, Columbia","University of Missouri Libraries, Elmer Ellis Library",4.7,51.0,0.45,476,4.5
487,Universidade Federal de São Carlos (UFSCar),UFSCar Community Library,4.7,90.0,0.45,801,4.5
487,Tulane University,Howard-Tilton Memorial Library,4.7,23.0,0.45,436,4.4
487,The University of Manchester,Main Library,4.6,157.0,0.45,27,4.4
487,University of South Carolina,Thomas Cooper Library,4.5,65.0,0.45,601,4.2
487,Universidad San Ignacio de Loyola,Cudahy Library,4.5,11.0,0.45,1201,4.2
487,Miami University,Edgar W King Library,4.5,20.0,0.45,1001,4.2
487,University of Kentucky,William T Young Library,4.5,83.0,0.45,651,4.2
487,Pontificia Universidad Catolica Madre y Maestra,Biblioteca PUCMM,4.5,22.0,0.45,?,4.2
487,National Institute of Technology Tiruchirappalli,Library,4.5,46.0,0.45,?,4.2
487,"Rutgers, The State University of New Jersey, Camden",Paul Robeson Library,4.5,17.0,0.45,?,4.2
487,University of Ottawa,Morisset Library,4.5,46.0,0.45,230,4.2
487,Loyola University Chicago,Cudahy Library,4.5,11.0,0.45,801,4.2
487,RMIT University,Swanston Library,4.5,91.0,0.45,206,4.2
487,Wake Forest University,ZSR Library,4.4,10.0,0.45,429,4.1
487,Marquette University,Marquette University Raynor Memorial Libraries,4.4,20.0,0.45,1001,4.1
487,"Lingnan University, Hong Kong",Lingnan University Fong Sum Wood Library,4.4,7.0,0.45,581,4.1
487,North-West University,NWU Education Sciences Library,4.0,2.0,0.45,1001,4.1
487,Soochow University (Taiwan),Soochow University Library,4.4,47.0,0.45,1201,4.0
487,Soochow University,Soochow University Library,4.4,47.0,0.45,601,4.0
487,Amrita Vishwa Vidyapeetham,Amrita Vishwa Vidyapeetham Main Library,4.4,75.0,0.45,1001,4.0
487,Hiroshima University,Central Library,4.2,19.0,0.45,343,3.9
487,King Mongkut\'s Institute of Technology Ladkrabang,KMITL Central Library,4.3,51.0,0.45,1001,3.9
487,Amirkabir University of Technology,Tehran Library of Engineering and Technology,3.9,18.0,0.45,465,3.6
519,University of Stirling,Library,4.9,54.0,0.44,471,4.8
519,University of Oregon,Knight Library,4.8,46.0,0.44,651,4.7
519,Instituto Tecnológico Autónomo de México (ITAM),Biblioteca Raúl Baillères Jr.,5.0,15.0,0.44,751,4.7
519,Edith Cowan University,"Library, ECU Joondalup Campus",4.8,70.0,0.44,651,4.7
519,Universidade Federal de Goiás,Central Library,4.7,100.0,0.44,1201,4.6
519,University of Cape Town,Chancellor Oppenheimer Library,4.9,15.0,0.44,226,4.6
519,"Nanyang Technological University, Singapore (NTU)",Lee Wee Nam Library,4.6,92.0,0.44,12,4.4
519,Kaunas University of Technology,KTU Central Library,4.6,8.0,0.44,801,4.3
519,Thammasat University,Thammasat University Library,4.8,5.0,0.44,601,4.3
519,Northern Arizona University,Cline Library,4.5,63.0,0.44,1001,4.2
519,Central Michigan University,Park Library,4.5,17.0,0.44,?,4.2
519,Hasselt University,UHasselt - Universiteitsbibliotheek,4.3,3.0,0.44,471,4.1
519,University of Illinois at Chicago (UIC),"Library of the Health Sciences-Chicago, University of Illinois at Chicago",4.4,55.0,0.44,285,4.0
519,Western University,The D.B. Weldon Library,4.2,56.0,0.44,170,3.7
519,Kumamoto University,Kumamoto University Central Library,3.8,9.0,0.44,591,3.7
519,"Universidad Católica Boliviana ""San Pablo""","Biblioteca Central - Universidad Católica Boliviana ""San Pablo"" - La Paz",4.0,17.0,0.44,1201,3.7
519,Kanazawa University,Central Library,3.9,14.0,0.44,601,3.6
536,Instituto Politécnico Nacional (IPN),"Biblioteca Nacional de Ciencia y Tecnología ""Víctor Bravo Ahuja"" - IPN",4.9,253.0,0.43,751,5.0
536,Universität des Saarlandes,Saarland University and State Library,4.9,34.0,0.43,447,4.8
536,Masaryk University,Masaryk University Campus Library,5.0,24.0,0.43,551,4.8
536,Universidade Federal de Santa Catarina,Central Library,4.8,151.0,0.43,801,4.8
536,Universidad Tecnológica de Bolívar,The Technological University of Bolivar,4.8,263.0,0.43,1201,4.8
536,Universidad Católica de La Santísima Concepción - UCSC,McHenry Library,4.9,27.0,0.43,?,4.7
536,University of Vienna,Universitätsbibliothek Wien,4.8,80.0,0.43,151,4.7
536,"University of California, Santa Cruz",McHenry Library,4.9,27.0,0.43,347,4.7
536,National Research Tomsk Polytechnic University,TSU Scientific Library (Nauchnaya Biblioteka TGU),4.7,105.0,0.43,395,4.6
536,Tomsk State University,TSU Scientific Library (Nauchnaya Biblioteka TGU),4.7,105.0,0.43,272,4.6
536,University of Iowa,Main Library,4.7,61.0,0.43,455,4.5
536,Griffith University,Griffith University Library Gold Coast Campus,4.7,45.0,0.43,290,4.5
536,Stellenbosch University,Stellenbosch University Library,4.6,72.0,0.43,482,4.4
536,Stanford University,Cecil H Green Library,4.6,59.0,0.43,3,4.4
536,Universidade Federal de Minas Gerais,Biblioteca Central da UFMG -,4.6,98.0,0.43,651,4.4
536,St. Louis University,Pius XII Memorial Library,4.7,23.0,0.43,?,4.4
536,Universiti Putra Malaysia (UPM),Sultan Abdul Samad Library,4.6,73.0,0.43,143,4.4
536,University of the Punjab,Main Library PU,4.6,14.0,0.43,801,4.3
536,Universidad de Cartagena,Corporación Universitaria Rafael Núñez | Sede Miguel Henríquez Casteñeda,4.6,17.0,0.43,?,4.3
536,Universidad Nacional de Quilmes,Biblioteca Laura Manzo. Universidad Nacional de Quilmes,4.8,4.0,0.43,1201,4.3
536,Murdoch University,Geoffrey Bolton Library,4.6,52.0,0.43,581,4.3
536,University of Milano-Bicocca,Biblioteca di Ateneo - Sede Centrale,4.6,24.0,0.43,450,4.3
536,University of Santo Tomas,Miguel de Benavides Library,4.6,25.0,0.43,801,4.3
536,Universidad Católica del Uruguay (UCU),Catholic University of Uruguay (UCU),4.5,305.0,0.43,801,4.2
536,Amity University,Central Library,4.5,533.0,0.43,1001,4.2
536,"University of California, Santa Barbara (UCSB)",UCSB Library,4.5,50.0,0.43,146,4.2
536,West Virginia University,Downtown Campus Library,4.5,43.0,0.43,801,4.2
536,Mendeleev University of Chemical Technology,РХТУ им. Д.И. Менделеева,4.4,279.0,0.43,801,4.0
536,University of Geneva,Bibliothèque de Genève,4.4,53.0,0.43,105,4.0
536,Gulf University for Science and Technology,Gulf University for Science and Technology,4.4,165.0,0.43,801,4.0
536,Konkuk University,Konkuk University sangheo Memorial Library,4.3,53.0,0.43,601,3.9
536,University Ulm,Bibliotheks-Zentrale der Universität Ulm,4.1,10.0,0.43,365,3.9
536,L.N. Gumilyov Eurasian National University (ENU),L.N. Gumilyov Eurasian National University,4.2,490.0,0.43,328,3.6
536,Sharif University of Technology,Sharif University Central Library,3.8,20.0,0.43,381,3.4
536,Universitat Ramon Llull,URL Biblioteca Facultat Comunicació i Relacions Internacionals Blanquerna,3.8,27.0,0.43,601,3.3
536,Universidad Autónoma Metropolitana (UAM),Fred J. Taylor Library and Technology Center,,,0.43,801,
572,University of Minnesota Twin Cities,Walter Library,4.9,76.0,0.42,186,4.9
572,Universidade Federal do Rio Grande Do Sul,Biblioteca Central - FURG,4.8,66.0,0.42,751,4.7
572,Yonsei University,Yonsei University Central Library,4.7,147.0,0.42,79,4.6
572,New York University (NYU),Elmer Holmes Bobst Library,4.7,141.0,0.42,42,4.6
572,Universidade Federal do Parà - UFPA,Central Library - Pará Federal University,4.7,168.0,0.42,?,4.6
572,Universidad Metropolitana,Library,4.7,220.0,0.42,1001,4.6
572,Universidad de Panama,Biblioteca Simon Bolívar,4.7,52.0,0.42,1201,4.5
572,Universidad Autónoma Chapingo,Biblioteca Central,4.7,51.0,0.42,801,4.5
572,Ateneo de Manila University,Rizal Library,4.8,22.0,0.42,601,4.5
572,Kent State University,Kent State University Library,4.7,70.0,0.42,1001,4.5
572,Umea University,Umeå University Library,4.7,52.0,0.42,365,4.5
572,Universidad Tecnológica Nacional (UTN),Biblioteca de la UTN,5.0,4.0,0.42,801,4.4
572,Korea University,Korea University Science Library,4.6,82.0,0.42,74,4.4
572,The University of Arizona,Main Library - University of Arizona,4.6,83.0,0.42,268,4.4
572,Czech University of Life Sciences in Prague,Czech University of Life Sciences Prague (CZU),4.6,540.0,0.42,801,4.4
572,Hanoi University of Science and Technology,Hanoi University of Science & Technology (HUST),4.6,2782.0,0.42,1201,4.4
572,Universidad de Monterrey (UDEM),Library,4.8,12.0,0.42,1001,4.4
572,Universität Regensburg,Central Library,4.6,34.0,0.42,591,4.3
572,"Sofia University ""St. Kliment Ohridski""",University Library,4.6,24.0,0.42,591,4.3
572,Washington University in St. Louis,John M. Olin Library,4.6,27.0,0.42,107,4.3
572,Universidad Autónoma de Baja California,Central Library Tijuana - UABC,4.6,20.0,0.42,1201,4.3
572,Universidade Estadual de Londrina,Biblioteca Central,4.6,37.0,0.42,1201,4.3
572,Colorado School of Mines,Arthur Lakes Library,4.6,21.0,0.42,461,4.3
572,Kansas State University,Hale Library,4.5,53.0,0.42,801,4.2
572,Hokkaido University,Hokkaido University Central Library,4.5,34.0,0.42,145,4.2
572,Universidad Adolfo Ibáñez,Universidad Adolfo Ibáñez,4.5,234.0,0.42,751,4.2
572,Universidad Nacional Mayor de San Marcos,"Central Library ""Pedro Zulen""",4.4,54.0,0.42,801,4.0
572,Shiraz University,Central Library and Documentation Center of Shiraz University,4.1,7.0,0.42,751,4.0
572,Tokyo University of Science,Tokyo University of Science Katsushika Library,4.3,17.0,0.42,801,4.0
572,American University,American University Library,4.3,24.0,0.42,651,3.9
572,The University of Hong Kong,The University of Hong Kong - Main Library,4.3,110.0,0.42,22,3.8
572,Hong Kong Baptist University,Hong Kong Baptist University Library,4.1,24.0,0.42,287,3.7
572,Ben-Gurion University of The Negev,Zalman Aranne Central Library,4.1,45.0,0.42,471,3.6
572,Humboldt-Universität zu Berlin,"Universitätsbibliothek Humboldt-Universität zu Berlin, ZwB Rechtswissenschaften",3.7,43.0,0.42,128,3.0
572,Universidade Federal do Rio Grande Do Norte,Biblioteca Setorial do CCSA - UFRN,,,0.42,?,
607,Ohio University,Vernon R. Alden Library,4.9,42.0,0.41,1001,4.8
607,Universidad Tecnológica de Pereira,UTP: Edificio 9: Biblioteca Jorge Roa Martinez,4.8,317.0,0.41,1201,4.8
607,University of Lisbon,Biblioteca da Faculdade de Letras,4.8,36.0,0.41,356,4.6
607,Islamic University of Madinah,المكتبة المركزية Central Library,4.7,108.0,0.41,801,4.6
607,National Chung Cheng University,National Chung Cheng University Library,4.7,203.0,0.41,801,4.6
607,University of the Philippines,University of the Philippines Diliman Main Library,4.8,20.0,0.41,399,4.5
607,"University of California, Davis",Peter J. Shields Library,4.6,91.0,0.41,108,4.4
607,International Islamic University Islamabad (IIU),Central Library University,4.6,136.0,0.41,?,4.4
607,Universidad Autónoma de San Luis de Potosí,Biblioteca Pública Universitaria,4.6,115.0,0.41,1201,4.4
607,University of Guelph,McLaughlin Library,4.6,50.0,0.41,581,4.3
607,University of Bayreuth,"Teilbibliothek für Mathematik, Physik, Informatik und Ingenieurwissenschaften, Universität Bayreuth",5.0,2.0,0.41,521,4.3
607,Ulster University,Ulster University Coleraine Library,4.7,3.0,0.41,651,4.3
607,Institut Polytechnique de Paris,Bibliothèque centrale de l’École Polytechnique (BCX),4.7,7.0,0.41,49,4.3
607,University of Malta,University of Malta Library,4.5,32.0,0.41,801,4.2
607,University of the Pacific,William Knox Holt Memorial Library,4.3,25.0,0.41,1001,3.9
607,MIREA - Russian Technological University,Rtu Mirea,4.3,754.0,0.41,1201,3.8
623,Quaid-i-Azam University,Dr.Raziuddin Siddiqi Memorial Library,4.8,299.0,0.40,378,4.8
623,Inha University,인하대학교 정석학술정보관,4.9,40.0,0.40,561,4.8
623,Universidad Autónoma de Querétaro (UAQ),"UAQ Central Library, Information Services Coordination, Computer Center",4.8,49.0,0.40,1201,4.7
623,Universidad Autonoma de Yucatan,CENTRAL LIBRARY UADY,4.9,33.0,0.40,1201,4.7
623,Universität Potsdam,Departmental Library Golm,4.9,31.0,0.40,701,4.7
623,Universidad Veracruzana,USBI Veracruz,4.8,92.0,0.40,?,4.7
623,Johns Hopkins University,Brody Learning Commons,4.9,25.0,0.40,25,4.7
